,Course Code,Course,EOS_2016
718,LC407,Social and Community Studies (Thurles),9999
719,LC408,Environmental and Natural Resource Management (Thurles),275
720,LC411,Business (Marketing and Management - Thurles),280
721,LC418,Computing - Games Design and Development (Thurles),265
722,LC422,Sports Strength and Conditioning (Thurles),300
723,LC502,Game Art and Design  (Clonmel - Portfolio),587
724,LC513,Business (Clonmel),285
725,LC517,Creative Multimedia (Clonmel),185
726,LC518,Digital Animation Production  (Clonmel - Portfolio),611
727,LM020,Law and Accounting,440
728,LM022,Politics and International Relations,330
729,LM028,Criminal Justice,400
730,LM029,Law Plus,460
731,LM030,Irish Music and Dance,345
732,LM031,Voice and Dance,315
733,LM032,Arts (Joint Honours),425
734,LM033,New Media and English,330
735,LM035,English and History,335
736,LM036,Economics and Sociology,380
737,LM037,Economics and Mathematical Sciences,410
738,LM038,Psychology and Sociology,505
739,LM039,Journalism and New Media,410
740,LM040,European Studies,375
741,LM041,Politics and Public Administration,330
742,LM044,Applied Languages (two or three languages to degree level),415
743,LM045,Language and Literature,345
744,LM046,History Politics Sociology and Social Studies,325
745,LM048,Gaeilge+,320
746,LM050,Business Studies,425
747,LM051,Computer Systems,380
748,LM052,Business Studies with a Modern Language (French),430
749,LM053,Business Studies with a Modern Language (German),430
750,LM055,Business Studies with a Modern Language (Japanese),425
751,LM056,International Business,505
752,LM058,Financial Mathematics,435
753,LM060,Mathematical Sciences,450
754,LM061,Pharmaceutical and Industrial Chemistry,405
755,LM063,Technology Management,350
756,LM064,Industrial Biochemistry,420
757,LM065,Applied Physics,415
758,LM066,Environmental Science,385
759,LM068,Food Science and Health,460
760,LM071,Biomedical Engineering,460
761,LM073,Mechanical Engineering,440
762,LM076,Product Design and Technology,435
763,LM077,Aeronautical Engineering,500
764,LM080,Electronics,365
765,LM082,Construction Management and Engineering,365
766,LM083,Mobile Communications and Security,345
767,LM085,Civil Engineering,465
768,LM087,Energy,385
769,LM088,Mathematics and Physics,475
770,LM089,Sport and Exercise Sciences,475
771,LM090,Physical Education with Teacher Ed,505
772,LM092,Science with Teacher Ed (Biology with Phys or Chem or Ag Science),480
773,LM093,Equine Science,360
774,LM094,Materials and Architectural Technology with Teacher Ed,415
775,LM095,Materials and Engineering Technology with Teacher Ed,395
776,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),420
777,LM099,Architecture,420
778,LM100,Physiotherapy,555
779,LM101,Medicine - Graduate Entry,55
780,LM102,Psychology,525
781,LM103,Paramedic Studies,310
782,LM110,Computer Games Development,350
783,LM113,Digital Media Design,340
784,LM114,Music Media and Performance Technology,340
785,LM115,Chemical and Biochemical Engineering,440
786,LM116,Engineering Choice - Degree options,430
787,LM117,Science Choice - Degree options,405
788,LM118,Electronic and Computer Engineering - with defined Degree Options,425
789,LM119,Design and Manufacture,420
790,LM120,Aircraft Maintenance and Airworthiness Engineering,400
791,LM150,General Nursing,460
792,LM151,Mature Applicants General Nursing,180
793,LM152,Mental Health Nursing,440
794,LM153,Mature Applicants Mental Health Nursing,166
795,LM154,Intellectual Disability Nursing,395
796,LM155,Mature Applicants Intellectual Disability Nursing,165
797,LM156,Midwifery,430
798,LM157,Mature Applicants Midwifery,178
799,MU001,Theology and Arts,300
800,MU002,Theology,360
801,MH001,Education - Primary Teaching (Froebel),495
802,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),
803,MH101,Arts,330
804,MH102,Music Technology,325
805,MH103,Music,290
806,MH106,Psychology,485
807,MH107,Social Science,375
808,MH108,European Studies,340
809,MH109,Media Studies / Media Technology (Digital Media),340
810,MH116,Community and Youth Work (Full-Time),225
811,MH201,Science,380
812,MH202,Biotechnology,415
813,MH204,Physics with Astrophysics,435
814,MH206,Theoretical Physics and Mathematics,505
815,MH208,Biological and Biomedical Sciences,465
816,MH209,Psychology (through Science),480
817,MH210,Chemistry with Pharmaceutical and Biomedical Chemistry,450
818,MH212,Science (with Education) or Mathematics (with Education),455
819,MH304,Engineering,325
820,MH305,Product Design,390
821,MH306,Robotics and Intelligent Devices,350
822,MH401,Finance - Three degree options,360
823,MH403,Accounting and Finance,400
824,MH404,Business  Four degree options,405
825,MH407,Business and Accounting,400
826,MH501,LLB Law - four year single Major Law programme,450
827,MH502,Law (Law and Arts / Law and Accounting / Law and Business),425
828,MH601,Computer Science through Arts,350
829,MH602,Computer Science through Science,350
830,MH603,Computational Thinking (Computer Science Mathematics and Philosophy),495
831,MH801,Early Childhood - Teaching and Learning (part-time),355
832,MH802,Community and Youth Work  (part-time in-service),345
833,MH803,Local Studies or Community Studies (part-time evening) Mature Students,888
834,MH901,Arts - Full time (Kilkenny Campus - First year only),220
835,AS001,Education Home Economics and Biology with concurrent Teacher Ed,465
836,AS002,Education Home Economics and Religious Ed with concurrent Teacher Ed,420
837,AS003,Education Home Economics and Irish with concurrent Teacher Ed,425
838,AS004,Education Home Economics and Economics with concurrent Teacher Ed,415
839,AS051,Food and Business Management,360
840,AS052,Health and Disability Studies,270
841,AS110,General Nursing,405
842,AS111,Mature Applicants General Nursing,186
843,AS130,Intellectual Disability Nursing,350
844,AS131,Mature Applicants Intellectual Disability Nursing,154
845,SG141,Business,280
846,SG142,Business in International Marketing and Sales with French,295
847,SG143,Business in International Marketing and Sales with German,350
848,SG144,Business in International Marketing and Sales with Spanish,250
849,SG146,Accounting,345
850,SG149,Business in Finance and Investment,315
851,SG241,Performing Arts,250
852,SG242,Early Childhood Care and Education,290
853,SG243,Social Care Practice,300
854,SG244,Fine Art (Portfolio),383
855,SG245,Creative Design,270
856,SG246,Computing,285
857,SG342,Civil Engineering,9999
858,SG343,Quantity Surveying,255
859,SG345,Architectural Design,285
860,SG440,Agri-Food Science,315
861,SG441,Environmental Science,330
862,SG442,Occupational Safety and Health,295
863,SG443,Human Nutrition,380
864,SG444,Science Undenominated,290
865,SG445,Pharmaceutical Science with Drug Development,310
866,SG446,Applied Archaeology,300
867,SG447,Health Science and Physical Activity,330
868,SG448,Forensic Investigation and Analysis,378
869,SG449,Medical Biotechnology,350
870,TL801,Animation Visual Effects and Motion Design,260
871,TL802,TV Radio and New Media Broadcasting,280
872,TL803,Music Technology,265
873,TL805,Information Systems Management,305
874,TL810,Computing with Software Development,305
875,TL811,Computing with Games Development,300
876,TL812,Computing with Media Development,335
877,TL820,Travel and Tourism Management,300
878,TL831,Business Studies,300
879,TL844,Agricultural Engineering,335
880,TL847,Manufacturing Engineering,360
881,TL848,Agricultural Science,345
882,TL851,Wildlife Biology,300
883,TL855,Pharmaceutical Science,367
884,TL871,Health and Leisure,315
885,TL872,Health and Leisure with Massage,350
886,TL880,Early Childhood Care and Education,305
887,TL881,Social Care,320
888,TL890,General Nursing,425
889,TL891,Mental Health Nursing,405
890,TL892,Mature Applicants General Nursing,169
891,TL893,Mature Applicants Mental Health Nursing,161
892,WD025,Construction Management and Engineering,250
893,WD027,Music,310
894,WD028,Applied Computing,310
895,WD048,Business,285
896,WD084,Accounting,315
897,WD085,Mechanical and Manufacturing Engineering,295
898,WD086,Electronic Engineering,278
899,WD091,Hospitality Management,290
900,WD116,General Nursing,420
901,WD117,Psychiatric Nursing,385
902,WD120,Intellectual Disability Nursing,370
903,WD124,Health Promotion,290
904,WD125,Exercise and Health Studies,280
905,WD134,International Business,300
906,WD137,Design (Visual Communications),290
907,WD140,Laws,300
908,WD144,Architecture,305
909,WD147,Pharmaceutical Science,350
910,WD148,Tourism Marketing,285
911,WD149,Early Childhood Studies,290
912,WD150,Criminal Justice Studies,285
913,WD152,Visual Art,270
914,WD160,Finance and Investment,300
915,WD161,Computer Forensics and Security,265
916,WD162,Quantity Surveying,295
917,WD163,Psychology,375
918,WD168,Entertainments Systems,295
919,WD171,Sustainable Energy Engineering,285
920,WD180,Physics for Modern Technology,370
921,WD186,Sports Coaching and Performance,330
922,WD187,Social Science,280
923,WD191,Agricultural Science,400
924,WD192,Social Care Practice,300
925,WD193,Marketing and Digital Media,300
926,WD194,Culinary Arts,305
927,WD195,Architectural & Building Information Modelling Technology,300
928,WD197,The Internet of Things,275
929,WD200,Arts,275
930,WD816,Mature Applicants General Nursing,188
931,WD817,Mature Applicants Psychiatric Nursing,176
932,WD820,Mature Applicants Intellectual Disability Nursing,169
