,Course Code,Course,EOS_2017
733,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),566
734,MH101,Arts,327
735,MH102,Music Technology,321
736,MH103,Music,
737,MH106,Psychology - 3 year,484
738,MH107,Social Science,366
739,MH108,European Studies,336
740,MH109,Media Studies (3 options),327
741,MH116,Community and Youth Work (Full-Time),
742,MH201,Science,360
743,MH202,Biotechnology,420
744,MH204,Physics with Astrophysics,423
745,MH206,Theoretical Physics and Mathematics,488
746,MH208,Biological and Biomedical Sciences,440
747,MH209,Psychology (through Science),463
748,MH210,Pharmaceutical and Biomedical Chemistry,444
749,MH212,Science (with Education) or Mathematics (with Education),441
750,MH304,Engineering,362
751,MH305,Product Design,360
752,MH306,Robotics and Intelligent Devices,350
753,MH401,Finance (3 options),351
754,MH403,Accounting and Finance,400
755,MH404,Business (4 options),405
756,MH405,Equine Business,357
757,MH407,Business and Accounting,400
758,MH411,Entrepreneurship,356
759,MH501,LLB Law - four year Single Major Law programme,440
760,MH502,Law (5 options),413
761,MH601,Computer Science through Arts,331
762,MH602,Computer Science through Science,340
763,MH603,Computational Thinking – (Computer Science Mathematics and Philosophy,509
764,MH801,Early Childhood - Teaching and Learning (part-time),356
765,MH802,Community and Youth Work (part-time in service),888
766,MH803,Local or Community Studies (part-time evening) - Mature Students only,888
767,MH901,Arts - Full time (Kilkenny Campus - First year only),AQA
768,AS001,Education Home Economics and Biology with concurrent Teacher Ed,473
769,AS002,Education Home Economics and Religious Ed with concurrent Teacher Ed,419
770,AS003,Education Home Economics and Irish – with concurrent Teacher Ed,398
771,AS004,Education Home Economics and Economics with concurrent Teacher Ed,411
772,AS051,Nutrition Food and Business Management,243
773,AS110,General Nursing,387
774,AS130,Intellectual Disability Nursing,307
775,SG141,Business,253
776,SG142,Business in International Marketing and Sales with French,282
777,SG143,Business in International Marketing and Sales with German,272
778,SG144,Business in International Marketing and Sales with Spanish,243
779,SG146,Accounting,278
780,SG147,Sport with Business,278
781,SG148,Tourism with Event Management,252
782,SG149,Business in Finance and Investment,243
783,SG241,Performing Arts,267
784,SG242,Early Childhood Care and Education,278
785,SG243,Social Care Practice,317
786,SG244,Fine Art (Interview),356
787,SG245,Creative Design,264
788,SG246,Computing,283
789,SG247,English and Psychology,297
790,SG248,Sociology and Politics,217
791,SG249,Writing and Literature,298
792,SG342,Civil Engineering,403
793,SG343,Quantity Surveying,254
794,SG345,Architectural Design,290
795,SG440,Agri-Food Science,307
796,SG441,Environmental Science,282
797,SG442,Occupational Safety and Health,295
798,SG443,Human Nutrition,388
799,SG444,Science Undenominated,290
800,SG445,Pharmaceutical Science with Drug Development,318
801,SG446,Applied Archaeology,326
802,SG447,Health Science and Physical Activity,321
803,SG448,Forensic Investigation and Analysis,341
804,SG449,Medical Biotechnology,336
805,TL801,Animation Visual Effects and Motion Design,252
806,TL802,TV Radio and New Media Broadcasting,288
807,TL803,Music Technology,253
808,TL805,Information Systems Management,348
809,TL810,Computing with Software Development,320
810,TL811,Computing with Games Development,317
811,TL812,Computing with Media Development,390
812,TL820,Travel and Tourism Management,341
813,TL831,Business Studies (Major Specialism in: Accounting or Marketing),307
814,TL844,Agricultural Engineering,320
815,TL845,Civil Engineering,327
816,TL847,Manufacturing Engineering,337
817,TL848,Agricultural Science,346
818,TL851,Wildlife Biology,300
819,TL855,Pharmaceutical Science,346
820,TL858,Veterinary Bioscience,386
821,TL871,Health and Leisure,297
822,TL872,Health and Leisure with Massage,308
823,TL880,Early Childhood Care and Education,307
824,TL881,Social Care,322
825,TL890,General Nursing and Mature Applicants,408
826,TL891,Mental Health Nursing and Mature Applicants,367
827,WD025,Construction Management and Engineering,264
828,WD027,Music,275
829,WD028,Applied Computing,300
830,WD048,Business,278
831,WD084,Accounting,296
832,WD085,Mechanical and Manufacturing Engineering,288
833,WD086,Electronic Engineering,352
834,WD091,Hospitality Management,279
835,WD116,General Nursing,402
836,WD117,Psychiatric Nursing,350
837,WD120,Intellectual Disability Nursing,337
838,WD124,Health Promotion,296
839,WD125,Exercise and Health Studies,273
840,WD134,International Business,284
841,WD137,Design (Visual Communications),271
842,WD140,Laws,288
843,WD144,Architecture,287
844,WD147,Pharmaceutical Science,337
845,WD148,Tourism Marketing,261
846,WD149,Early Childhood Studies,288
847,WD150,Criminal Justice Studies,278
848,WD152,Visual Art,264
849,WD160,Finance and Investment,310
850,WD161,Computer Forensics and Security,297
851,WD162,Quantity Surveying,287
852,WD163,Psychology,367
853,WD168,Entertainments Systems,255
854,WD171,Sustainable Energy Engineering,234
855,WD180,Physics for Modern Technology,374
856,WD186,Sports Coaching and Performance,319
857,WD187,Social Science,271
858,WD191,Agricultural Science,389
859,WD192,Social Care Practice,287
860,WD193,Marketing and Digital Media,297
861,WD194,Culinary Arts,279
862,WD195,Architectural & Building Information Modelling Technology,273
863,WD197,The Internet of Things,262
864,WD200,Arts,267
