,Course Code,Course,EOS_2018
717,LC422,Sports Strength and Conditioning (Thurles),298
718,LC434,Environmental Management in Agriculture (Thurles),299
719,LC502,Game Art and Design (Portfolio - Clonmel),741
720,LC517,Creative Media & Design (Clonmel),246
721,LC518,Digital Animation Production (Portfolio - Clonmel),796
722,LM002,Arts (offered in conjunction with Mary Immaculate College),363
723,LM020,Law and Accounting,440
724,LM026,Performing Arts (Audition),302
725,LM028,Criminal Justice,400
726,LM029,Law Plus,477
727,LM038,Psychology and Sociology,484
728,LM039,Journalism and New Media,410
729,LM040,European Studies,378
730,LM044,Applied Languages,430
731,LM050,Business Studies,423
732,LM056,International Business,510
733,LM058,Financial Mathematics,466
734,LM063,Technology Management,372
735,LM068,Food Science and Health,408
736,LM076,Product Design and Technology,420
737,LM077,Aeronautical Engineering,466
738,LM082,Construction Management and Engineering,358
739,LM089,Sport and Exercise Sciences,451
740,LM090,Physical Education with concurrent Teacher Education,495
741,LM092,Science with Teacher Ed (Biology with Phys or Chem or Ag Science),465
742,LM093,Equine Science,308
743,LM094,Materials and Architectural Technology with Teacher Education,398
744,LM095,Materials and Engineering Technology with Teacher Education,358
745,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382
746,LM099,Architecture (Portfolio),403
747,LM100,Physiotherapy,566
748,LM101,Medicine (Graduate Entry),54
749,LM102,Psychology,499
750,LM103,Paramedic Studies,373
751,LM115,Chemical and Biochemical Engineering,476
752,LM116,Engineering,422
753,LM118,Electronic and Computer Engineering,411
754,LM120,Aircraft Maintenance and Airworthiness Engineering,430
755,LM121,Computing Technologies,332
756,LM122,Creative Media and Interaction Design,337
757,LM123,Biological and Chemical Sciences,400
758,LM124,Mathematics,433
759,LM125,Physics,421
760,LM150,General Nursing,445
761,LM152,Mental Health Nursing,402
762,LM154,Intellectual Disability Nursing,430
763,LM156,Midwifery,430
764,MU001,Theology and Arts,300
765,MU002,Theology,337
766,MH001,Education - Primary Teaching (Froebel),499
767,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),474
768,MH101,Arts,317
769,MH102,Music Technology,317
770,MH103,Music,
771,MH106,Psychology - 3 years,473
772,MH107,Social Science,346
773,MH108,European Studies,328
774,MH109,Media Studies,317
775,MH116,Community and Youth Work (Full-Time),
776,MH201,Science,350
777,MH202,Biotechnology,429
778,MH204,Physics with Astrophysics,425
779,MH206,Theoretical Physics and Mathematics,509
780,MH208,Biological and Biomedical Sciences,441
781,MH209,Psychology (through Science) - 4 years,467
782,MH210,Pharmaceutical and Biomedical Chemistry,446
783,MH212,Science (with Education) or Mathematics (with Education),432
784,MH304,Engineering,351
785,MH305,Product Design,356
786,MH306,Robotics and Intelligent Devices,351
787,MH401,Finance - Two degree options,353
788,MH403,Accounting and Finance,400
789,MH404,Business - Three degree options,400
790,MH405,Equine Business,358
791,MH407,Business and Accounting,401
792,MH411,Entrepreneurship,357
793,MH501,LLB Law - four year Single Major Law programme,451
794,MH502,Law,420
795,MH601,Computer Science through Arts,340
796,MH602,Computer Science through Science,351
797,MH603,Computational Thinking,498
798,MH801,Early Childhood - Teaching and Learning (part-time),356
799,MH802,Community and Youth Work (part-time in service),
800,MH803,Local Studies or Community Studies (part-time evening) - Mature Student,
801,AS001,Education Home Economics and Biology - with concurrent Teacher Ed,462
802,AS002,Education Home Economics and Religious Ed - with concurrent Teacher Ed,433
803,AS003,Education Home Economics and Irish - with concurrent Teacher Ed,409
804,AS051,Nutrition Food and Business Management,252
805,AS110,General Nursing,388
806,AS130,Intellectual Disability Nursing,328
807,SG141,Business,252
808,SG142,Business in International Marketing and Sales with French,261
809,SG143,Business in International Marketing and Sales with German,245
810,SG144,Business in International Marketing and Sales with Spanish,268
811,SG146,Accounting,318
812,SG147,Sport with Business,270
813,SG148,Tourism with Event Management,253
814,SG149,Business in Finance and Investment,272
815,SG241,Performing Arts,288
816,SG242,Early Childhood Care and Education,272
817,SG243,Social Care Practice,301
818,SG244,Fine Art,446
819,SG245,Creative Design,252
820,SG246,Computing,258
821,SG247,English and Psychology,297
822,SG248,Sociology and Politics,279
823,SG249,Writing and Literature,272
824,SG250,App Design and User Experience (UX),317
825,SG251,Computing (Smart Technologies),290
826,SG252,Software Development,260
827,SG253,Computer Networks and Cloud Infrastructure,272
828,SG342,Civil Engineering,
829,SG343,Quantity Surveying,261
830,SG345,Architectural Design,261
831,SG347,Architecture,300
832,SG441,Environmental Science,288
833,SG442,Occupational Safety and Health,290
834,SG443,Human Nutrition,367
835,SG444,Science Undemoninated,296
836,SG445,Pharmaceutical Science with Drug Development,319
837,SG446,Applied Archaeology,330
838,SG447,Health Science and Physical Activity,321
839,SG448,Forensic Investigation and Analysis,307
840,SG449,Medical Biotechnology,349
841,TL801,Animation Visual Effects and Motion Design,281
842,TL802,TV Radio and New Media Broadcasting,288
843,TL803,Music Technology,261
844,TL805,Business Information Management,
845,TL810,Computing with Software Development,331
846,TL811,Computing with Games Development,326
847,TL812,Computing with Media Development,308
848,TL815,Computing (Degree Award options),319
849,TL820,Travel and Tourism Management,
850,TL823,Event Management,306
851,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),300
852,TL844,Agricultural Engineering,300
853,TL845,Civil Engineering,300
854,TL847,Manufacturing Engineering,309
855,TL848,Agricultural Science,330
856,TL851,Wildlife Biology (Degree Award options),300
857,TL855,Pharmaceutical Science (Degree Award options),316
858,TL858,Veterinary Bioscience,326
859,TL871,Health and Leisure (Degree Award options),303
860,TL872,Health and Leisure with Massage,288
861,TL880,Early Childhood Care and Education,306
862,TL881,Social Care,318
863,TL889,Counselling with Addiction (mature applicants only),
864,TL890,General Nursing and Mature Applicants,401
865,TL891,Mental Health Nursing and Mature Applicants,389
866,WD001,Applied Computing,288
867,WD002,Science,308
868,WD005,Health Sciences,290
869,WD006,Exercise Sciences,287
870,WD025,Construction Management and Engineering,264
871,WD027,Music,262
872,WD048,Business,279
873,WD084,Accounting,308
874,WD091,Hospitality Management,271
875,WD116,General Nursing,414
876,WD117,Psychiatric Nursing,378
877,WD120,Intellectual Disability Nursing,356
878,WD134,International Business,288
879,WD137,Design (Visual Communications),280
880,WD140,Laws,290
881,WD144,Architecture,283
882,WD147,Pharmaceutical Science,306
883,WD148,Tourism Marketing,268
884,WD149,Early Childhood Studies,288
885,WD150,Criminal Justice Studies,270
886,WD152,Visual Art,264
887,WD161,Computer Forensics and Security,288
888,WD162,Quantity Surveying,270
889,WD163,Psychology,392
890,WD168,Entertainment Systems,251
891,WD186,Sports Coaching and Performance,290
892,WD187,Social Science,271
893,WD191,Agricultural Science,403
894,WD192,Social Care Practice,280
895,WD193,Marketing and Digital Media,295
896,WD194,Culinary Arts,282
897,WD195,Architectural and Building Information Modelling Technology,270
898,WD197,The Internet of Things,260
899,WD200,Arts,220
900,WD210,Software Systems Development,289
901,WD211,Creative Computing,265
902,WD212,Recreation and Sport Management,288
